LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
2.9458E+08	3.182E+08	2.9137E+08	2.7631E+08	2.8836E+08	5.4704E+08	5.3192E+08	4.7591E+08	4.8609E+08	5.182E+08	5.0816E+08	4.9352E+08	5.5226E+08	4.9787E+08	4.9685E+08	4.7622E+08	4.9673E+08	4.9015E+08	4.3159E+08	5.3172E+08	4.2905E+08	4.9289E+08	4.9959E+08	4.574E+08				22	22	22	62.3	62.3	62.3	32.251	0	224	19112000000	321	O43396	O43396	Thioredoxin-like protein 1	TXNL1	sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3
5.3867E+08	4.5196E+08	4.9103E+08	4.4417E+08	4.535E+08	4.9179E+08	4.2893E+08	4.2319E+08	3.243E+08	4.4044E+08	5.0602E+08	4.0106E+08	4.5273E+08	4.1963E+08	5.1001E+08	6.4255E+08	6.354E+08	5.5929E+08	6.4755E+08	7.1803E+08	6.0095E+08	6.8513E+08	6.1588E+08	7.6236E+08				36	36	36	100	100	100	22.237	0	323.31	23658000000	215	O43399	O43399	Tumor protein D54	TPD52L2	sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2
8.3281E+07	6.4787E+07	8.9352E+07	6.1362E+07	7.51E+07	6.0529E+07	7.0337E+07	5.087E+07	5.6123E+07	4.9369E+07	6.7078E+07	5.2257E+07	6.4089E+07	5.9959E+07	7.6933E+07	9.6829E+07	7.2911E+07	7.094E+07	5.1178E+07	7.8418E+07	7.1571E+07	5.4546E+07	6.4398E+07	5.9029E+07				9	9	9	52.4	52.4	52.4	23.773	0	45.749	2783200000	48	O43402	O43402	ER membrane protein complex subunit 8	EMC8	sp|O43402|EMC8_HUMAN ER membrane protein complex subunit 8 OS=Homo sapiens GN=EMC8 PE=1 SV=1
1.1998E+07	1.2206E+07	1.1507E+07	1.1924E+07	1.3315E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3	3	3	5.3	5.3	5.3	59.482	0.00031536	3.5602	102730000	5	O43405	O43405	Cochlin	COCH	sp|O43405|COCH_HUMAN Cochlin OS=Homo sapiens GN=COCH PE=1 SV=1
1.5964E+07	2.6432E+07	2.9428E+07	1.4031E+07	2.9088E+07	2.4902E+07	2.2796E+07	3.6304E+07	3.803E+07	3.6868E+07	3.3176E+07	2.395E+07	2.153E+07	1.6618E+07	9912300	2.1724E+07	3.4964E+07	2.8656E+07	2.5449E+07	3.7083E+07	3.4021E+07	8100100	3.6286E+07	1.755E+07				4	4	4	13.6	13.6	13.6	37.238	0	6.7289	977920000	17	O43414	O43414	ERI1 exoribonuclease 3	ERI3	sp|O43414|ERI3_HUMAN ERI1 exoribonuclease 3 OS=Homo sapiens GN=ERI3 PE=1 SV=2
3.9801E+07	2.1395E+07	2.5776E+07	2.1236E+07	3.4665E+07	4.9445E+07	6.4036E+07	4.7118E+07	2.7309E+07	3.428E+07	6.6778E+07	5.2124E+07	3.8398E+07	4.0413E+07	8.8667E+07	4.9613E+07	7.373E+07	6.7376E+07	4.866E+07	8.1533E+07	5.6537E+07	5.2978E+07	4.2909E+07	7.6663E+07				1	1	1	1.1	1.1	1.1	113.35	0.0065189	1.9324	3466700000	31	O43424	O43424	Glutamate receptor ionotropic, delta-2	GRID2	sp|O43424|GRID2_HUMAN Glutamate receptor ionotropic, delta-2 OS=Homo sapiens GN=GRID2 PE=1 SV=2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3747300	0	0	1.4913E+07	0	0	0	0				5	5	5	5.7	5.7	5.7	173.1	0	26.956	30218000	1	O43426	O43426	Synaptojanin-1	SYNJ1	sp|O43426|SYNJ1_HUMAN Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 PE=1 SV=2
2.334E+07	1.5128E+07	1.2967E+07	1.8248E+07	1.5911E+07	1.0669E+07	9963100	1.3662E+07	1.3522E+07	1.0285E+07	1.4231E+07	1.591E+07	1.4334E+07	1.5392E+07	1.1595E+07	2655300	5763500	6906100	1.0692E+07	3012700	6710500	1.4815E+07	6575700	1.0215E+07				5	5	5	19	19	19	41.878	0	6.579	494900000	16	O43427	O43427	Acidic fibroblast growth factor intracellular-binding protein	FIBP	sp|O43427|FIBP_HUMAN Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens GN=FIBP PE=1 SV=3
5.8281E+07	6.9845E+07	6.8071E+07	6.4754E+07	7.263E+07	5.1951E+07	4.2183E+07	4.2628E+07	5.6459E+07	3.9261E+07	4.6128E+07	4.285E+07	4.1308E+07	4.6013E+07	5.3919E+07	4.5649E+07	4.3101E+07	3.2753E+07	3.9098E+07	3.6506E+07	3.6954E+07	4.6322E+07	5.0387E+07	4.27E+07				34	26	26	22.2	18.4	18.4	176.65	0	45.135	2058700000	48	O43432	O43432	Eukaryotic translation initiation factor 4 gamma 3	EIF4G3	sp|O43432|IF4G3_HUMAN Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2
8.4481E+07	9.8577E+07	5.8181E+07	1.0564E+08	5.9464E+07	1.2166E+08	1.0142E+08	9.7539E+07	1.1706E+08	1.0079E+08	9.6071E+07	1.2063E+08	9.8953E+07	1.1433E+08	7.7569E+07	8.4964E+07	1.0044E+08	1.133E+08	1.2176E+08	7.9766E+07	8.8935E+07	1.2957E+08	8.6784E+07	1.0165E+08				10	10	10	63.3	63.3	63.3	19.208	0	37.922	4141900000	61	O43447	O43447	Peptidyl-prolyl cis-trans isomerase H	PPIH	sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1
0	0	5168400	0	5426800	2904600	0	1.2676E+07	0	0	0	9921900	5083100	0	6537500	0	0	0	0	2527600	0	9444700	8638200	0				4	4	4	8.7	8.7	8.7	47.907	0	25.099	117380000	2	O43463	O43463	Histone-lysine N-methyltransferase SUV39H1	SUV39H1	sp|O43463|SUV91_HUMAN Histone-lysine N-methyltransferase SUV39H1 OS=Homo sapiens GN=SUV39H1 PE=1 SV=1
4.9243E+07	5.1228E+07	4.6884E+07	5.9729E+07	4.9953E+07	3.599E+07	4.367E+07	3.7894E+07	6.0734E+07	3.3155E+07	3.9552E+07	3.5266E+07	4.8341E+07	4.5323E+07	3.629E+07	3.9943E+07	4.1716E+07	3.5219E+07	3.4785E+07	5.8242E+07	3.1489E+07	3.7459E+07	3.0132E+07	5.4391E+07				5	5	4	13.1	13.1	13.1	48.84	0	37.79	1800400000	36	O43464	O43464	Serine protease HTRA2, mitochondrial	HTRA2	sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens GN=HTRA2 PE=1 SV=2
0	1.7792E+07	0	2.2041E+07	2.525E+07	1.2181E+07	5757100	1.3027E+07	1.7882E+07	2.3391E+07	3.4968E+07	9687400	2.0485E+07	1.2789E+07	8003500	2.5759E+07	0	0	0	0	1.8236E+07	0	0	8882400				2	2	2	10.5	10.5	10.5	24.691	0.0028253	2.3619	429320000	8	O43482	O43482	Protein Mis18-beta	OIP5	sp|O43482|MS18B_HUMAN Protein Mis18-beta OS=Homo sapiens GN=OIP5 PE=1 SV=2
2.2787E+08	2.6055E+08	2.7363E+08	2.3977E+08	2.7432E+08	3.306E+08	2.8454E+08	3.2527E+08	3.0145E+08	3.6991E+08	2.9227E+08	2.9668E+08	3.1097E+08	3.0964E+08	2.5885E+08	3.3119E+08	2.8557E+08	3.2876E+08	3.0012E+08	3.0343E+08	3.6052E+08	3.6624E+08	3.5664E+08	3.6245E+08				17	17	17	47.1	47.1	47.1	39.589	0	94.68	12721000000	242	O43488;Q8NHP1;O95154	O43488	Aflatoxin B1 aldehyde reductase member 2	AKR7A2	sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3
1.9436E+09	1.6706E+09	1.9016E+09	1.6367E+09	1.7293E+09	1.2894E+09	1.1064E+09	1.1369E+09	1.057E+09	1.0678E+09	1.433E+09	1.475E+09	1.4459E+09	1.3381E+09	1.4515E+09	1.4538E+09	1.5024E+09	1.356E+09	1.4155E+09	1.4218E+09	1.2612E+09	1.2994E+09	1.3451E+09	1.2839E+09				111	111	99	74.3	74.3	69.1	112.59	0	323.31	60340000000	835	O43491	O43491	Band 4.1-like protein 2	EPB41L2	sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1
7.9963E+07	5.8345E+07	6.8133E+07	4.2492E+07	6.6354E+07	9.9921E+07	8.0201E+07	6.4819E+07	4.0459E+07	6.9251E+07	9.4054E+07	5.0095E+07	5.8929E+07	7.9892E+07	1.2141E+08	8.0767E+07	6.6052E+07	6.5475E+07	5.4265E+07	7.3434E+07	6.7653E+07	7.6239E+07	7.0363E+07	5.2742E+07				25	25	25	44.2	44.2	44.2	51.112	0	323.31	2991200000	163	O43493	O43493	Trans-Golgi network integral membrane protein 2	TGOLN2	sp|O43493|TGON2_HUMAN Trans-Golgi network integral membrane protein 2 OS=Homo sapiens GN=TGOLN2 PE=1 SV=2
4.4027E+07	1317200	1.8134E+07	2.186E+07	2.7235E+07	3.3459E+07	3.1315E+07	1.7492E+07	2.1129E+07	0	0	6954000	1.6621E+07	1.409E+07	4.505E+07	1.4179E+07	2.0576E+07	0	2.4066E+07	1.1942E+07	2.4587E+07	2.3477E+07	8193200	1.6662E+07				3	3	3	48.4	48.4	48.4	9.6138	0	58.743	863430000	8	O43504	O43504	Ragulator complex protein LAMTOR5	LAMTOR5	sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens GN=LAMTOR5 PE=1 SV=1
6996500	7303000	8025400	6928300	7640700	7987600	6746400	6102500	5257100	7743200	1.1309E+07	7971200	8721500	7508400	8702000	4196800	0	7454300	3600300	9139600	4200900	4273100	6060000	3483500				2	2	2	3.9	3.9	3.9	47.119	0.0013618	2.6867	263490000	8	O43505	O43505	Beta-1,4-glucuronyltransferase 1	B4GAT1	sp|O43505|B4GA1_HUMAN Beta-1,4-glucuronyltransferase 1 OS=Homo sapiens GN=B4GAT1 PE=1 SV=1
0	0	0	0	0	6772400	5406300	5255100	5567100	1.1438E+07	4805200	5734400	6462800	6585300	4512900	6280200	7927000	8087700	5592300	7953700	3506400	6434900	6433900	5524300				4	4	4	11.1	11.1	11.1	51.258	0	25.689	201070000	13	O43516	O43516	WAS/WASL-interacting protein family member 1	WIPF1	sp|O43516|WIPF1_HUMAN WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1 PE=1 SV=3
1.1431E+07	4620800	3816100	0	6671800	3077200	1.2685E+07	5170000	0	0	4869700	0	0	3257800	0	5195500	5079700	0	6469500	0	3872200	4006200	4866700	4255000				10	10	10	19.3	19.3	19.3	71.276	0	69.048	177930000	12	O43524	O43524	Forkhead box protein O3	FOXO3	sp|O43524|FOXO3_HUMAN Forkhead box protein O3 OS=Homo sapiens GN=FOXO3 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	5.7	5.7	5.7	27.929	0.00046751	3.2984	0	0	O43561	O43561	Linker for activation of T-cells family member 1	LAT	sp|O43561|LAT_HUMAN Linker for activation of T-cells family member 1 OS=Homo sapiens GN=LAT PE=1 SV=1
0	0	0	0	0	3.7515E+07	4.6459E+07	3.8358E+07	2.888E+07	3.62E+07	7339400	9476600	8248300	8393800	1.1529E+07	5.9428E+07	4.883E+07	5.7593E+07	6.8022E+07	4.6653E+07	1.1719E+07	1.7407E+07	1.1826E+07	1.5344E+07				3	3	3	10.2	10.2	10.2	39.45	0	10.647	1067800000	24	O43570	O43570	Carbonic anhydrase 12	CA12	sp|O43570|CAH12_HUMAN Carbonic anhydrase 12 OS=Homo sapiens GN=CA12 PE=1 SV=1
3389400	4334500	2914100	3784200	2942400	9086400	5739300	5646100	0	4133900	5093800	9535500	5864900	5804600	5253300	2492900	8544600	3429300	2001700	4989400	5603700	0	4115600	0				6	6	6	11.3	11.3	11.3	73.817	0	18.847	148940000	5	O43572	O43572	A-kinase anchor protein 10, mitochondrial	AKAP10	sp|O43572|AKA10_HUMAN A-kinase anchor protein 10, mitochondrial OS=Homo sapiens GN=AKAP10 PE=1 SV=2
8.858E+07	1.0498E+08	1.213E+08	1.1573E+08	1.1582E+08	1.3395E+08	1.0281E+08	1.0796E+08	1.2389E+08	1.2831E+08	1.0703E+08	1.1593E+08	1.3468E+08	1.1383E+08	1.2644E+08	1.2637E+08	1.4083E+08	1.0958E+08	1.0447E+08	1.5033E+08	1.1572E+08	1.3118E+08	1.4245E+08	1.0918E+08				15	15	15	66.7	66.7	66.7	22.092	0	323.31	4930500000	143	O43583	O43583	Density-regulated protein	DENR	sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2
1.7428E+07	2.1814E+07	1.6672E+07	2.0819E+07	1.5565E+07	2.1127E+07	2.5948E+07	2.19E+07	2.0067E+07	2.6094E+07	1.952E+07	2.5409E+07	2.7276E+07	2.2355E+07	1.944E+07	1.9207E+07	1.476E+07	3.1261E+07	3.0144E+07	2.4742E+07	2.6026E+07	2.3908E+07	2.8589E+07	2.9151E+07				6	6	6	10.4	10.4	10.4	109.96	0	53.249	950510000	38	O43592	O43592	Exportin-T	XPOT	sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2
7.3907E+07	8.1505E+07	5.1986E+07	5.8336E+07	6.8841E+07	4.4183E+07	4.1453E+07	3.51E+07	3.9486E+07	3.2997E+07	5.438E+07	5.1529E+07	4.4179E+07	6.9114E+07	6.9835E+07	4.7034E+07	5.0374E+07	7.4543E+07	5.6606E+07	8.8844E+07	5.2624E+07	6.5677E+07	5.677E+07	5.5582E+07				8	8	8	47.7	47.7	47.7	19.108	0	30.236	2353900000	32	O43598	O43598	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1
2.2826E+08	2.0566E+08	2.3089E+08	1.8383E+08	1.9498E+08	2.7405E+08	2.358E+08	2.0036E+08	1.8341E+08	2.1239E+08	3.0939E+08	2.5181E+08	2.6892E+08	3.11E+08	3.2362E+08	2.7115E+08	2.2516E+08	2.7529E+08	2.7621E+08	2.4315E+08	2.8567E+08	3.0982E+08	2.9431E+08	2.6463E+08				27	27	27	59.5	59.5	59.5	51.355	0	126.41	10866000000	244	O43615	O43615	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44	sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2
3.0886E+07	2.979E+07	1.9992E+07	2.1371E+07	2.7824E+07	2.9394E+07	3.2338E+07	2.8427E+07	3.991E+07	3.4171E+07	3.0194E+07	3.3808E+07	3.2969E+07	2.7945E+07	3.9892E+07	2.0533E+07	2.435E+07	2.3764E+07	2.4513E+07	2.5088E+07	2.8587E+07	2.2351E+07	2.5576E+07	2.8377E+07				6	6	6	31.1	31.1	31.1	20.274	0	13.761	1170500000	54	O43617	O43617	Trafficking protein particle complex subunit 3	TRAPPC3	sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens GN=TRAPPC3 PE=1 SV=1
3.8011E+07	3.5227E+07	3.4373E+07	4.6144E+07	4.6712E+07	6.3236E+07	5.8899E+07	7.3516E+07	1.0014E+08	7.5826E+07	5.7938E+07	5.9469E+07	5.1831E+07	5.9784E+07	5.4628E+07	4.7791E+07	6.3614E+07	6.6968E+07	6.6568E+07	8.1782E+07	5.3813E+07	4.7862E+07	5.4684E+07	5.313E+07				10	10	10	36.9	36.9	36.9	25.104	0	11.234	2421000000	51	O43633	O43633	Charged multivesicular body protein 2a	CHMP2A	sp|O43633|CHM2A_HUMAN Charged multivesicular body protein 2a OS=Homo sapiens GN=CHMP2A PE=1 SV=1
3547100	0	6386900	0	7474300	8836800	0	7040200	8006400	6920800	8126000	8800200	9037000	0	5726200	9057200	8059400	8445100	6496600	9636200	7565500	0	7360200	4496600				4	3	3	17.6	15.5	15.5	42.915	0	9.7716	234740000	7	O43639	O43639	Cytoplasmic protein NCK2	NCK2	sp|O43639|NCK2_HUMAN Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2
3.0329E+07	1.008E+07	1.9088E+07	1.0003E+07	2.069E+07	4266000	7193600	0	0	0	0	0	0	3235000	6664900	0	0	0	0	0	0	0	0	0				2	2	2	12.7	12.7	12.7	27.563	0	7.5501	215520000	3	O43657	O43657	Tetraspanin-6	TSPAN6	sp|O43657|TSN6_HUMAN Tetraspanin-6 OS=Homo sapiens GN=TSPAN6 PE=1 SV=1
3.4144E+08	2.8279E+08	3.3685E+08	3.3127E+08	2.9953E+08	2.7235E+08	2.0351E+08	2.303E+08	2.1859E+08	2.1544E+08	2.587E+08	2.5493E+08	2.9033E+08	2.4919E+08	2.2806E+08	1.8245E+08	2.2018E+08	2.0551E+08	1.89E+08	2.1858E+08	1.9543E+08	2.103E+08	2.0942E+08	1.8985E+08				22	22	22	59.3	59.3	59.3	57.193	0	136.01	10105000000	261	O43660	O43660	Pleiotropic regulator 1	PLRG1	sp|O43660|PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens GN=PLRG1 PE=1 SV=1
3.1741E+07	3.0981E+07	2.714E+07	2.2937E+07	3.1535E+07	5.4517E+07	6.0172E+07	4.046E+07	4.8417E+07	4.7153E+07	2.9244E+07	3.0472E+07	4.0467E+07	2.8163E+07	3.7679E+07	6.7499E+07	5.3381E+07	6.4541E+07	6.1481E+07	5.0027E+07	2.7361E+07	2.5827E+07	3.2747E+07	2.4443E+07				19	19	19	35.6	35.6	35.6	71.606	0	113.45	1765000000	80	O43663	O43663	Protein regulator of cytokinesis 1	PRC1	sp|O43663|PRC1_HUMAN Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2
1.3857E+07	1.6063E+07	1.4685E+07	1.7131E+07	1.3082E+07	9990600	5991800	1.0923E+07	1.1399E+07	1.3695E+07	2.211E+07	1.3377E+07	2.0411E+07	1.6818E+07	1.483E+07	1.4677E+07	1.9083E+07	1.4454E+07	1.5236E+07	1.9205E+07	1.5525E+07	1.3429E+07	1.3496E+07	1.2463E+07				4	4	4	33.5	33.5	33.5	20.236	0	9.7209	592240000	32	O43665	O43665	Regulator of G-protein signaling 10	RGS10	sp|O43665|RGS10_HUMAN Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10 PE=1 SV=2
1.2221E+08	1.2575E+08	1.3096E+08	9.9263E+07	1.478E+08	1.1819E+08	9.855E+07	1.2497E+08	1.1802E+08	9.05E+07	1.1379E+08	1.1617E+08	1.254E+08	1.21E+08	1.24E+08	8.0906E+07	1.1161E+08	1.0786E+08	8.7933E+07	1.2806E+08	8.4166E+07	1.0258E+08	1.1804E+08	8.8877E+07				5	5	5	12.1	12.1	12.1	50.75	0	17.358	4605100000	100	O43670	O43670	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1
3.7586E+07	2.8223E+07	2.6691E+07	2.1209E+07	2.8883E+07	4.0344E+07	3.3808E+07	2.156E+07	1.1437E+07	2.5825E+07	4.1313E+07	2.7193E+07	2.9327E+07	3.5493E+07	4.1838E+07	2.8121E+07	2.5531E+07	2.0912E+07	2.0249E+07	2.6935E+07	3.3834E+07	2.9707E+07	3.0899E+07	2.71E+07				5	5	5	21.7	21.7	21.7	21.75	0	10.202	1234000000	21	O43674	O43674	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	NDUFB5	sp|O43674|NDUB5_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens GN=NDUFB5 PE=1 SV=1
5.1968E+07	4.7101E+07	4.5771E+07	5.0136E+07	5.3873E+07	5.2739E+07	6.4514E+07	6.2678E+07	5.6757E+07	4.5958E+07	6.7109E+07	7.3178E+07	6.516E+07	7.0716E+07	8.3571E+07	3.8493E+07	3.9719E+07	3.6747E+07	4.7732E+07	3.8063E+07	5.6992E+07	6.1794E+07	5.1217E+07	5.3213E+07				6	6	6	58.2	58.2	58.2	11.402	0	28.889	2378800000	40	O43676	O43676	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	NDUFB3	sp|O43676|NDUB3_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens GN=NDUFB3 PE=1 SV=3
1.4796E+08	1.5535E+08	1.1063E+08	1.8105E+08	1.5398E+08	1.2122E+08	1.0311E+08	1.5141E+08	2.3805E+08	1.6267E+08	1.334E+08	1.7453E+08	1.256E+08	1.4027E+08	1.1111E+08	1.2447E+08	1.4226E+08	1.2972E+08	1.2399E+08	1.2468E+08	1.5621E+08	1.6904E+08	1.598E+08	1.644E+08				12	12	11	77.8	77.8	77.8	10.921	0	72.152	5951800000	101	O43678	O43678	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUFA2	sp|O43678|NDUA2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3
3.0369E+08	3.4638E+08	3.1805E+08	2.7088E+08	2.7939E+08	6.5413E+08	6.6985E+08	4.6051E+08	2.8555E+08	5.2608E+08	5.4448E+08	5.0544E+08	5.3487E+08	6.0953E+08	7.0195E+08	5.5746E+08	5.1293E+08	5.4653E+08	5.4296E+08	4.5238E+08	6.4056E+08	5.4936E+08	4.8608E+08	4.9411E+08				19	19	19	56.9	56.9	56.9	38.792	0	208.94	20420000000	306	O43681	O43681	ATPase ASNA1	ASNA1	sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2
6.0899E+08	6.2906E+08	6.3693E+08	6.6834E+08	6.4916E+08	6.6089E+08	7.4443E+08	5.5656E+08	5.7811E+08	5.807E+08	6.4129E+08	6.1475E+08	6.3263E+08	6.2368E+08	5.5521E+08	5.3693E+08	5.3037E+08	5.0495E+08	4.8264E+08	5.3029E+08	4.4332E+08	4.3571E+08	4.3997E+08	4.2741E+08				26	26	26	74.1	74.1	74.1	37.154	0	288.18	23822000000	349	O43684	O43684	Mitotic checkpoint protein BUB3	BUB3	sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1
1.8434E+10	1.9375E+10	2.0815E+10	2.0919E+10	2.1324E+10	2.0716E+10	2.0951E+10	2.0928E+10	1.9339E+10	2.0344E+10	2.0485E+10	2.1535E+10	2.2273E+10	1.9814E+10	1.8786E+10	2.117E+10	2.1673E+10	2.0238E+10	2.2079E+10	2.0016E+10	2.0902E+10	2.2617E+10	2.3573E+10	2.1957E+10				126	126	86	88.9	88.9	71.2	104.85	0	323.31	914320000000	5234	O43707	O43707	Alpha-actinin-4	ACTN4	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2
0	5490900	2675600	0	4892200	0	0	0	2985300	8708900	7893000	0	0	0	0	4757300	5918600	6056800	0	3840600	0	0	0	0				2	2	2	11.6	11.6	11.6	24.212	0.00046758	3.3011	69484000	3	O43708	O43708	Maleylacetoacetate isomerase	GSTZ1	sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=1 SV=3
2.2419E+07	2.1021E+07	1.9682E+07	1.9559E+07	1.5782E+07	1.5174E+07	1.4911E+07	2.0742E+07	2.1868E+07	2.4382E+07	1.6232E+07	1.8571E+07	1.7032E+07	1.8203E+07	8916600	0	1.541E+07	1.7815E+07	1.4835E+07	1.3117E+07	1.7309E+07	1.2918E+07	1.3049E+07	1.6072E+07				5	5	5	20.6	20.6	20.6	31.88	0	53.565	674810000	24	O43709	O43709	Probable 18S rRNA (guanine-N(7))-methyltransferase	WBSCR22	sp|O43709|BUD23_HUMAN Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Homo sapiens GN=BUD23 PE=1 SV=2
7682900	6708800	7293900	0	4851400	5431700	7970300	0	0	0	5963100	0	4618700	3987000	8771500	0	0	0	0	3268600	0	3947100	3358100	3054400				2	2	2	44.7	44.7	44.7	8.7858	0	4.8486	139840000	5	O43715	O43715	TP53-regulated inhibitor of apoptosis 1	TRIAP1	sp|O43715|TRIA1_HUMAN TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens GN=TRIAP1 PE=1 SV=1
1.5011E+08	1.3927E+08	1.6084E+08	1.2088E+08	1.3784E+08	9.3545E+07	7.9328E+07	5.8274E+07	4.1762E+07	7.47E+07	1.2261E+08	9.2038E+07	1.0899E+08	1.03E+08	1.0592E+08	1.078E+08	1.0067E+08	8.3454E+07	7.9251E+07	8.3661E+07	8.8088E+07	9.0804E+07	8.9401E+07	8.2491E+07				42	42	42	55.1	55.1	55.1	85.852	0	323.31	4120400000	146	O43719	O43719	HIV Tat-specific factor 1	HTATSF1	sp|O43719|HTSF1_HUMAN HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1
0	0	0	0	6415100	4098500	5743100	0	0	0	0	0	0	0	1.0659E+07	0	0	0	0	0	0	0	0	0				5	4	4	36.8	33.1	33.1	30.302	0	66.308	60318000	2	O43741	O43741	5-AMP-activated protein kinase subunit beta-2	PRKAB2	sp|O43741|AAKB2_HUMAN 5-AMP-activated protein kinase subunit beta-2 OS=Homo sapiens GN=PRKAB2 PE=1 SV=1
8.8527E+07	1.0052E+08	9.3242E+07	9.7871E+07	9.7962E+07	1.2736E+08	1.2099E+08	1.2153E+08	1.4391E+08	1.1881E+08	1.2093E+08	1.0897E+08	1.1139E+08	1.0647E+08	1.3517E+08	1.3138E+08	1.3644E+08	1.1692E+08	1.5162E+08	1.4613E+08	1.301E+08	1.2648E+08	1.4398E+08	1.5049E+08				14	14	14	16.7	16.7	16.7	91.35	0	38.891	5183400000	154	O43747	O43747	AP-1 complex subunit gamma-1	AP1G1	sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5
